종목명,코드,시장,섹터,현재가,갭일,갭후일수,갭크기%,거래량배수,갭시가,갭저가,박스고점,박스저점,횡보주,횡보폭%,6개월고점,성곽돌파,완전돌파,갭유지,갭시가대비%,박스위%,막돌파,사상최고가,최고가대비%,52주고점대비%,신규상장,상대강도,갭점수,투자포인트,소개
宏辉果蔬,603336.SS,CN,미분류,9.93,2026-08-03,31,2.25,2.1,9.99,9.7,9.77,7.16,8.0,36.5,13.26,False,False,True,-0.6,1.64,False,18.2,-45.4,25.1,False,57.0,34.0,- · 박스 8주 · 폭 36% · 주가강도 57점,-
Corcept Therapeutics Incorporated - Co,CORT,US,미분류,110.82,2026-07-30,32,20.49,4.17,112.0,104.75,97.63,77.38,6.0,26.2,97.63,True,True,True,-1.05,13.51,False,126.38,-12.3,12.3,False,94.0,75.0,- · 박스 6주 · 폭 26% · 완전돌파 · 주가강도 상위 6% (최상위권),-
TSE6349,6349.T,JP,미분류,1949.0,2026-07-30,32,9.56,8.36,1833.0,1825.0,1719.0,1387.0,20.0,23.9,1818.0,True,True,True,6.33,13.38,False,3100.0,-37.1,5.9,False,72.0,75.0,- · 박스 20주 · 폭 24% · 완전돌파 · 주가강도 72점,-
高争民爆,002827.SZ,CN,미분류,64.36,2026-07-31,32,10.02,5.84,34.6,33.66,31.45,22.2,10.0,41.7,37.98,False,True,True,86.01,104.64,False,71.8,-10.4,10.4,False,97.0,71.0,- · 박스 10주 · 폭 42% · 완전돌파 · 주가강도 상위 3% (최상위권),-
"MarketAxess Holdings, Inc. - Common St",MKTX,US,미분류,163.38,2026-07-30,32,29.76,13.74,163.15,162.3,136.06,108.75,9.0,25.1,195.97,False,True,True,0.14,20.08,False,606.45,-73.1,16.6,False,46.0,64.0,- · 박스 9주 · 폭 25% · 완전돌파 · 주가강도 46점,-
Columbus McKinnon Corporation - Common,CMCO,US,미분류,16.26,2026-07-30,32,36.59,3.76,19.97,18.8,16.73,11.99,19.0,39.5,24.4,False,True,False,-18.58,-2.81,False,57.06,-71.5,33.4,False,49.0,63.0,- · 박스 19주 · 폭 40% · 완전돌파 · 주가강도 49점,-
Baxter International Inc. Common Stock,BAX,US,미분류,23.71,2026-07-30,32,17.36,3.5,29.07,26.05,24.93,19.36,7.0,28.8,24.93,True,True,False,-18.44,-4.89,False,95.19,-75.1,21.0,False,61.0,63.0,- · 박스 7주 · 폭 29% · 완전돌파 · 주가강도 61점,-
Lincoln National Corporation Common St,LNC,US,미분류,43.44,2026-07-30,32,6.08,3.24,43.95,43.11,43.06,33.22,18.0,29.6,43.06,True,True,True,-1.16,0.88,False,86.68,-49.9,8.9,False,51.0,63.0,- · 박스 18주 · 폭 30% · 완전돌파 · 주가강도 51점,-
Banco Bilbao Vizcaya Argentaria S.A. C,BBVA,US,미분류,28.83,2026-07-30,32,6.31,2.13,27.28,27.17,26.59,20.7,16.0,28.5,26.59,True,True,True,5.68,8.42,False,29.64,-2.7,2.7,False,74.0,62.0,- · 박스 16주 · 폭 28% · 완전돌파 · 주가강도 74점,-
TAL Education Group American Depositar,TAL,US,미분류,11.75,2026-07-30,32,14.51,3.03,12.47,11.48,11.06,8.88,10.0,24.5,13.23,False,True,True,-5.77,6.24,False,90.96,-87.1,12.1,False,55.0,59.0,- · 박스 10주 · 폭 24% · 완전돌파 · 주가강도 55점,-
TSE6701,6701.T,JP,미분류,4795.0,2026-07-30,32,7.59,2.55,4963.0,4795.0,4707.0,3657.0,21.0,28.7,5858.0,False,True,True,-3.39,1.87,False,6900.0,-30.5,22.6,False,51.0,58.0,- · 박스 21주 · 폭 29% · 완전돌파 · 주가강도 51점,-
Hippo Holdings Inc. Common Stock,HIPO,US,미분류,32.55,2026-07-30,32,7.27,2.28,32.0,31.62,31.0,24.08,25.0,28.7,31.24,True,True,True,1.72,5.0,False,376.25,-91.3,16.5,False,55.0,57.0,- · 박스 25주 · 폭 29% · 완전돌파 · 주가강도 55점,-
Glaukos Corporation Common Stock,GKOS,US,미분류,171.68,2026-07-30,32,11.48,2.43,180.22,165.77,166.0,119.66,7.0,38.7,166.0,True,False,True,-4.74,3.42,False,191.62,-10.4,10.4,False,90.0,55.0,- · 박스 7주 · 폭 39% · 주가강도 상위 10% (최상위권),-
"InterDigital, Inc. - Common Stock",IDCC,US,미분류,326.08,2026-07-30,32,17.93,1.92,307.97,283.08,301.84,249.14,12.0,21.2,387.3,False,False,True,5.88,8.03,False,412.6,-21.0,21.0,False,38.0,54.0,- · 박스 12주 · 폭 21% · 주가강도 38점,-
Willis Towers Watson Public Limited Co,WTW,US,미분류,321.97,2026-07-30,32,7.38,1.77,339.26,323.09,321.23,248.54,10.0,29.2,344.99,False,True,True,-5.1,0.23,False,352.79,-8.7,8.7,False,51.0,50.0,- · 박스 10주 · 폭 29% · 완전돌파 · 주가강도 51점,-
"Procore Technologies, Inc. Common Stoc",PCOR,US,미분류,52.56,2026-07-30,32,11.64,2.64,56.0,50.0,54.22,38.03,8.0,42.6,64.09,False,False,False,-6.14,-3.06,False,108.75,-51.7,36.1,False,32.0,49.0,- · 박스 8주 · 폭 43% · 주가강도 32점,-
"Provident Financial Services, Inc Comm",PFS,US,미분류,23.33,2026-07-30,32,2.41,1.79,24.65,24.5,24.56,19.12,33.0,28.5,24.56,True,False,False,-5.35,-5.01,False,29.12,-19.9,8.5,False,49.0,45.0,- · 박스 33주 · 폭 28% · 주가강도 49점,-
Vericel Corporation - Common Stock,VCEL,US,미분류,39.72,2026-07-30,32,4.89,1.61,48.9,46.31,48.75,38.15,6.0,27.8,48.75,True,False,False,-18.77,-18.52,False,1590.0,-97.5,19.5,False,54.0,38.0,- · 박스 6주 · 폭 28% · 주가강도 54점,-
Cinemark Holdings Inc Cinemark Holding,CNK,US,미분류,33.93,2026-07-30,32,4.61,1.81,36.5,34.52,35.5,28.5,8.0,24.6,35.5,True,False,False,-7.04,-4.42,False,45.68,-25.7,13.0,False,61.0,38.0,- · 박스 8주 · 폭 25% · 주가강도 61점,-
"Everforth, Inc. Common Stock",EFOR,US,미분류,33.8,2026-07-30,32,3.16,1.72,24.15,23.99,24.02,16.9,13.0,42.1,54.94,False,False,True,39.96,40.72,False,131.89,-74.4,38.5,False,49.0,38.0,- · 박스 13주 · 폭 42% · 주가강도 49점,-
Jones Lang LaSalle Incorporated Common,JLL,US,미분류,341.04,2026-07-30,32,2.94,1.87,350.0,347.78,349.81,276.03,13.0,26.7,363.06,False,False,False,-2.56,-2.51,False,393.84,-13.4,13.4,False,49.0,38.0,- · 박스 13주 · 폭 27% · 주가강도 49점,-
"Tetra Tech, Inc. - Common Stock",TTEK,US,미분류,36.72,2026-07-30,32,3.49,2.02,34.96,32.04,34.72,26.71,9.0,30.0,43.14,False,False,True,5.03,5.76,False,51.2,-28.3,14.9,False,59.0,34.0,- · 박스 9주 · 폭 30% · 주가강도 59점,-
TSE8218,8218.T,JP,미분류,3910.0,2026-07-29,33,8.82,7.27,3950.0,3880.0,3710.0,3040.0,40.0,22.0,3710.0,True,True,True,-1.01,5.39,False,5740.0,-31.9,6.7,False,56.0,81.0,- · 박스 40주 · 폭 22% · 완전돌파 · 주가강도 56점,-
"Manhattan Associates, Inc. - Common St",MANH,US,미분류,209.62,2026-07-29,33,15.95,4.36,195.0,190.83,170.89,119.06,24.0,43.5,179.77,True,True,True,7.5,22.66,False,312.6,-32.9,7.7,False,77.0,75.0,- · 박스 24주 · 폭 44% · 완전돌파 · 주가강도 77점,-
"Clean Harbors, Inc. Common Stock",CLH,US,미분류,318.2,2026-07-29,33,8.99,3.08,330.97,320.54,316.98,252.35,27.0,25.6,316.98,True,True,True,-3.86,0.38,False,335.94,-5.3,5.3,False,63.0,74.0,- · 박스 27주 · 폭 26% · 완전돌파 · 주가강도 63점,-
"Avantor, Inc. Common Stock",AVTR,US,미분류,15.44,2026-07-29,33,16.67,4.25,14.49,13.63,12.47,8.71,8.0,43.1,12.47,True,True,True,6.56,23.87,False,44.37,-65.2,3.1,False,89.0,72.0,- · 박스 8주 · 폭 43% · 완전돌파 · 주가강도 상위 11%,-
普联软件,300996.SZ,CN,미분류,12.55,2026-07-30,33,12.14,4.23,14.5,13.54,13.07,10.27,9.0,27.3,13.59,True,True,False,-13.45,-3.98,False,21.82,-42.5,40.0,False,42.0,68.0,- · 박스 9주 · 폭 27% · 완전돌파 · 주가강도 42점,-
TSE7309,7309.T,JP,미분류,17905.0,2026-07-29,33,5.71,3.29,20175.0,19955.0,19605.0,15320.0,32.0,28.0,19605.0,True,True,False,-11.25,-8.67,False,35550.0,-49.6,16.8,False,46.0,66.0,- · 박스 32주 · 폭 28% · 완전돌파 · 주가강도 46점,-
The Cheesecake Factory Incorporated - ,CAKE,US,미분류,96.73,2026-07-29,33,4.42,4.04,92.94,92.53,89.22,72.71,6.0,22.7,89.22,True,True,True,4.08,8.42,False,118.46,-18.3,18.3,False,90.0,65.0,- · 박스 6주 · 폭 23% · 완전돌파 · 주가강도 상위 10% (최상위권),-
"Lithia Motors, Inc. Common Stock",LAD,US,미분류,345.91,2026-07-29,33,5.2,5.84,376.94,374.47,361.24,283.36,8.0,27.5,361.24,True,True,False,-8.23,-4.24,False,439.49,-21.3,21.3,False,55.0,64.0,- · 박스 8주 · 폭 28% · 완전돌파 · 주가강도 55점,-
中红医疗,300981.SZ,CN,미분류,15.33,2026-07-30,33,8.02,7.96,13.88,13.6,12.85,9.21,8.0,39.5,18.27,False,True,True,10.45,19.3,False,62.08,-75.3,16.1,False,62.0,64.0,- · 박스 8주 · 폭 40% · 완전돌파 · 주가강도 62점,-
Stepan Company Common Stock,SCL,US,미분류,61.58,2026-07-29,33,8.1,3.38,62.71,60.99,60.24,48.33,17.0,24.6,68.0,False,True,True,-1.8,2.22,False,139.3,-55.8,9.4,False,67.0,63.0,- · 박스 17주 · 폭 25% · 완전돌파 · 주가강도 67점,-
NEW ORIENTAL-S,9901.HK,HK,미분류,43.86,2026-07-30,33,14.68,3.72,45.78,43.52,44.46,34.26,13.0,29.8,51.05,False,False,False,-4.19,-1.35,False,158.8,-72.4,14.1,False,56.0,57.0,- · 박스 13주 · 폭 30% · 주가강도 56점,-
"Option Care Health, Inc. - Common Stoc",OPCH,US,미분류,23.52,2026-07-29,33,6.45,1.95,23.93,23.21,22.83,19.34,12.0,18.0,36.48,False,True,True,-1.71,3.02,False,91.8,-74.4,36.1,False,22.0,56.0,- · 박스 12주 · 폭 18% · 완전돌파 · 주가강도 22점,-
Ashland Inc. Common Stock,ASH,US,미분류,70.27,2026-07-29,33,7.34,2.9,73.0,69.75,72.25,62.11,6.0,16.3,72.25,True,False,False,-3.74,-2.74,False,114.36,-38.6,10.2,False,66.0,55.0,- · 박스 6주 · 폭 16% · 주가강도 66점,-
IDEX Corporation Common Stock,IEX,US,미분류,222.84,2026-07-29,33,5.47,2.3,236.94,226.14,231.7,179.61,28.0,29.0,231.7,True,False,False,-5.95,-3.82,False,246.36,-9.5,8.6,False,58.0,55.0,- · 박스 28주 · 폭 29% · 주가강도 58점,-
Zurn Elkay Water Solutions Corporation,ZWS,US,미분류,46.18,2026-07-29,33,10.4,2.23,54.44,50.74,53.76,43.06,40.0,24.8,53.76,True,False,False,-15.17,-14.1,False,55.0,-16.0,16.0,False,31.0,55.0,- · 박스 40주 · 폭 25% · 주가강도 31점,-
利尔化学,002258.SZ,CN,미분류,14.84,2026-07-30,33,9.99,1.54,16.18,15.38,15.24,11.78,17.0,29.4,18.05,False,True,False,-8.28,-2.62,False,26.71,-44.4,17.8,False,52.0,54.0,- · 박스 17주 · 폭 29% · 완전돌파 · 주가강도 52점,-
凯发电气,300407.SZ,CN,미분류,10.44,2026-07-30,33,7.29,4.38,13.69,12.55,12.89,9.11,8.0,41.5,14.68,False,False,False,-23.74,-19.01,False,34.99,-70.2,31.1,False,17.0,54.0,- · 박스 8주 · 폭 42% · 주가강도 17점,-
Greif Inc. Class A Common Stock,GEF,US,미분류,81.5,2026-07-29,33,3.8,2.52,86.53,83.54,83.39,67.46,6.0,23.6,83.39,True,True,False,-5.81,-2.27,False,90.57,-10.0,10.0,False,65.0,53.0,- · 박스 6주 · 폭 24% · 완전돌파 · 주가강도 65점,-
First Commonwealth Financial Corporati,FCF,US,미분류,21.45,2026-07-29,33,2.15,2.08,21.83,21.71,21.41,17.14,17.0,24.9,21.41,True,True,True,-1.74,0.19,False,22.34,-4.0,4.0,False,62.0,52.0,- · 박스 17주 · 폭 25% · 완전돌파 · 주가강도 62점,-
"Highwoods Properties, Inc. Common Stoc",HIW,US,미분류,30.76,2026-07-29,33,4.01,2.1,34.99,34.24,34.03,28.02,7.0,21.4,34.03,True,True,False,-12.09,-9.61,False,56.23,-45.3,13.2,False,54.0,50.0,- · 박스 7주 · 폭 21% · 완전돌파 · 주가강도 54점,-
Extra Space Storage Inc Common Stock,EXR,US,미분류,137.3,2026-07-29,33,2.25,2.39,155.63,152.3,155.19,125.71,40.0,23.5,155.19,True,False,False,-11.78,-11.53,False,228.84,-40.0,13.6,False,32.0,45.0,- · 박스 40주 · 폭 24% · 주가강도 32점,-
TSE9889,9889.T,JP,미분류,1705.0,2026-07-29,33,2.29,2.23,1610.0,1581.0,1592.0,1145.0,24.0,39.0,1688.0,False,False,True,5.9,7.1,False,1818.0,-6.2,6.2,False,75.0,45.0,- · 박스 24주 · 폭 39% · 주가강도 75점,-
拉芳家化,603630.SS,CN,미분류,13.12,2026-07-30,33,3.42,3.47,15.71,14.96,15.39,12.04,10.0,27.8,24.5,False,False,False,-16.49,-14.75,False,56.08,-76.6,57.9,False,8.0,43.0,- · 박스 10주 · 폭 28% · 주가강도 8점,-
"Blackbaud, Inc. - Common Stock",BLKB,US,미분류,45.08,2026-07-29,33,2.89,2.11,36.97,36.61,36.53,25.58,10.0,42.8,56.57,False,True,True,21.94,23.41,False,120.35,-62.5,36.2,False,53.0,40.0,- · 박스 10주 · 폭 43% · 완전돌파 · 주가강도 53점,-
Ford Motor Company Common Stock,F,US,미분류,13.5,2026-07-29,33,4.08,1.6,15.57,15.16,15.48,13.22,7.0,17.1,17.78,False,False,False,-13.29,-12.79,False,37.3,-63.8,24.1,False,39.0,40.0,- · 박스 7주 · 폭 17% · 주가강도 39점,-
Cognizant Technology Solutions Corpora,CTSH,US,미분류,63.28,2026-07-29,33,3.98,1.6,52.31,51.23,52.13,37.08,6.0,40.6,85.65,False,False,True,20.97,21.39,False,93.47,-32.3,27.3,False,41.0,34.0,- · 박스 6주 · 폭 41% · 주가강도 41점,-
Envista Holdings Corporation Common St,NVST,US,미분류,24.73,2026-07-29,33,3.82,2.08,27.99,27.66,27.9,22.35,11.0,24.8,30.42,False,False,False,-11.65,-11.36,False,52.03,-52.5,18.7,False,42.0,34.0,- · 박스 11주 · 폭 25% · 주가강도 42점,-
JD LOGISTICS,2618.HK,HK,미분류,10.61,2026-07-30,33,2.53,2.03,15.0,14.65,14.68,11.37,10.0,29.1,16.76,False,False,False,-29.27,-27.72,False,48.15,-78.0,36.7,False,13.0,34.0,- · 박스 10주 · 폭 29% · 주가강도 13점,-
EASTROC,9980.HK,HK,미분류,100.5,2026-07-30,33,2.24,2.06,128.0,123.4,126.3,100.1,6.0,26.2,227.69,False,False,False,-21.48,-20.43,False,227.69,-55.9,55.9,True,,34.0,- · 박스 6주 · 폭 26%,-
"IQVIA Holdings, Inc. Common Stock",IQV,US,미분류,269.67,2026-07-28,34,10.21,3.31,235.0,232.5,217.05,154.5,23.0,40.5,244.16,False,True,True,14.75,24.24,False,285.61,-5.6,1.0,False,85.0,74.0,- · 박스 23주 · 폭 40% · 완전돌파 · 주가강도 상위 15%,-
"Kiniksa Pharmaceuticals International,",KNSA,US,미분류,75.15,2026-07-28,34,10.27,3.87,70.06,67.35,67.53,47.95,7.0,40.8,67.53,True,False,True,7.27,11.28,False,82.94,-9.4,9.4,False,92.0,68.0,- · 박스 7주 · 폭 41% · 주가강도 상위 8% (최상위권),-
Firy Inc. Class A Common Stock,FIRY,US,미분류,10.31,2026-07-28,34,67.05,77.76,13.97,9.2,10.74,7.65,8.0,40.4,20.0,False,False,False,-26.17,-4.0,False,925.96,-98.9,48.4,False,94.0,65.0,- · 박스 8주 · 폭 40% · 주가강도 상위 6% (최상위권),-
Coca-Cola Company (The) Common Stock,KO,US,미분류,88.71,2026-07-28,34,5.03,1.95,88.3,86.25,85.68,66.0,40.0,29.8,85.68,True,True,True,0.46,3.54,False,92.49,-4.1,4.1,False,62.0,61.0,- · 박스 40주 · 폭 30% · 완전돌파 · 주가강도 62점,-
Park National Corporation Common Stock,PRK,US,미분류,186.45,2026-07-28,34,4.41,3.8,197.7,196.71,192.77,149.06,40.0,29.3,192.77,True,True,False,-5.69,-3.28,False,215.0,-13.3,13.3,False,51.0,60.0,- · 박스 40주 · 폭 29% · 완전돌파 · 주가강도 51점,-
"Franklin Electric Co., Inc. - Common S",FELE,US,미분류,95.95,2026-07-28,34,6.12,2.25,111.88,109.65,111.53,89.54,40.0,24.6,111.53,True,False,False,-14.24,-13.97,False,115.82,-17.2,17.2,False,33.0,51.0,- · 박스 40주 · 폭 25% · 주가강도 33점,-
Fortrea Holdings Inc. - Common Stock,FTRE,US,미분류,19.73,2026-07-28,34,5.47,2.44,20.25,19.89,20.19,14.47,8.0,39.5,20.19,True,False,False,-2.57,-2.28,False,41.02,-51.9,7.8,False,88.0,48.0,- · 박스 8주 · 폭 40% · 주가강도 상위 12%,-
"Northwest Bancshares, Inc. - Common St",NWBI,US,미분류,15.6,2026-07-28,34,2.99,1.56,15.87,15.73,15.72,12.3,17.0,27.8,15.72,True,True,False,-1.7,-0.76,False,19.1,-18.3,3.5,False,61.0,48.0,- · 박스 17주 · 폭 28% · 완전돌파 · 주가강도 61점,-
东方嘉盛,002889.SZ,CN,미분류,11.58,2026-07-29,34,4.54,7.72,12.9,12.48,12.75,9.95,9.0,28.1,15.6,False,False,False,-10.23,-9.18,False,20.23,-42.8,32.0,False,19.0,48.0,- · 박스 9주 · 폭 28% · 주가강도 19점,-
Polaris Inc. Common Stock,PII,US,미분류,57.89,2026-07-28,34,2.52,2.13,76.58,70.71,75.92,58.81,12.0,29.1,75.92,True,False,False,-24.41,-23.75,False,159.33,-63.7,25.8,False,24.0,42.0,- · 박스 12주 · 폭 29% · 주가강도 24점,-
荣联科技,002642.SZ,CN,미분류,6.85,2026-07-29,34,6.61,2.12,7.74,7.2,7.62,5.94,7.0,28.3,9.59,False,False,False,-11.5,-10.1,False,64.33,-89.4,42.9,False,16.0,40.0,- · 박스 7주 · 폭 28% · 주가강도 16점,-
Oshkosh Corporation (Holding Company)C,OSK,US,미분류,143.17,2026-07-28,34,3.26,2.76,160.0,148.24,158.2,122.47,9.0,29.2,180.49,False,False,False,-10.52,-9.5,False,180.49,-20.7,20.7,False,40.0,39.0,- · 박스 9주 · 폭 29% · 주가강도 40점,-
Asbury Automotive Group Inc Common Sto,ABG,US,미분류,205.15,2026-07-28,34,3.69,2.35,235.0,226.12,231.79,178.5,9.0,29.9,244.89,False,False,False,-12.7,-11.49,False,312.56,-34.4,20.7,False,31.0,34.0,- · 박스 9주 · 폭 30% · 주가강도 31점,-
长城军工,601606.SS,CN,미분류,32.51,2026-07-28,35,6.35,6.35,37.5,33.0,35.26,25.0,8.0,41.0,50.0,False,False,False,-13.31,-7.8,False,77.07,-57.8,57.8,False,9.0,54.0,- · 박스 8주 · 폭 41% · 주가강도 9점,-
洁雅股份,301108.SZ,CN,미분류,41.2,2026-07-28,35,8.42,2.53,34.78,31.01,32.3,22.61,6.0,42.9,37.8,False,False,True,18.46,27.55,False,97.58,-57.8,1.9,False,84.0,53.0,- · 박스 6주 · 폭 43% · 주가강도 상위 16%,-
Sensient Technologies Corporation Comm,SXT,US,미분류,126.64,2026-07-27,35,2.3,1.52,129.7,124.42,128.41,107.54,12.0,19.4,129.35,True,False,False,-2.36,-1.38,False,138.82,-8.8,8.8,False,70.0,52.0,- · 박스 12주 · 폭 19% · 주가강도 70점,-
TSE3697,3697.T,JP,미분류,872.5,2026-07-27,35,3.72,1.59,837.0,830.0,831.4,590.0,24.0,40.9,869.0,False,False,True,4.24,4.94,False,2406.0,-63.7,42.0,False,52.0,41.0,- · 박스 24주 · 폭 41% · 주가강도 52점,-
TSE3498,3498.T,JP,미분류,7120.0,2026-07-27,35,5.19,1.82,7300.0,7160.0,7230.0,5650.0,6.0,28.0,8580.0,False,False,False,-2.47,-1.52,False,10880.0,-34.6,34.6,False,35.0,40.0,- · 박스 6주 · 폭 28% · 주가강도 35점,-
"Dyne Therapeutics, Inc. - Common Stock",DYN,US,미분류,17.9,2026-07-27,35,2.29,1.52,25.0,24.59,24.87,17.4,6.0,42.9,24.87,True,False,False,-28.4,-28.03,False,47.45,-62.3,34.4,False,43.0,38.0,- · 박스 6주 · 폭 43% · 주가강도 43점,-
"Safety Insurance Group, Inc. - Common ",SAFT,US,미분류,103.51,2026-07-24,36,41.23,13.96,103.01,102.87,81.49,67.04,40.0,21.6,81.49,True,True,True,0.49,27.02,False,103.96,-0.4,0.3,False,83.0,93.0,- · 박스 40주 · 폭 22% · 완전돌파 · 주가강도 상위 17%,-
TSE1518,1518.T,JP,미분류,2223.0,2026-07-24,36,12.6,18.51,2199.0,2185.0,1953.0,1367.0,9.0,42.9,1953.0,True,True,True,1.09,13.82,False,2403.0,-7.5,7.5,False,90.0,79.0,- · 박스 9주 · 폭 43% · 완전돌파 · 주가강도 상위 10% (최상위권),-
TSE8541,8541.T,JP,미분류,3300.0,2026-07-24,36,3.99,12.53,2608.0,2540.0,2510.0,1795.0,11.0,39.8,2510.0,True,True,True,26.53,31.47,False,3385.0,-2.5,2.5,False,97.0,73.0,- · 박스 11주 · 폭 40% · 완전돌파 · 주가강도 상위 3% (최상위권),-
Tenet Healthcare Corporation Common St,THC,US,미분류,260.85,2026-07-24,36,18.08,3.39,235.01,229.37,210.41,157.58,17.0,33.5,247.21,False,True,True,11.0,23.97,False,283.05,-7.8,7.8,False,79.0,67.0,- · 박스 17주 · 폭 34% · 완전돌파 · 주가강도 79점,-
World Kinect Corporation Common Stock,WKC,US,미분류,35.5,2026-07-24,36,10.28,4.35,40.0,37.81,37.88,30.61,6.0,23.8,37.88,True,False,False,-11.25,-6.28,False,58.5,-39.3,13.8,False,77.0,62.0,- · 박스 6주 · 폭 24% · 주가강도 77점,-
Tompkins Financial Corporation Common ,TMP,US,미분류,99.06,2026-07-24,36,4.89,2.19,97.18,94.47,97.12,75.22,17.0,29.1,97.12,True,False,True,1.93,2.0,False,102.59,-3.4,3.4,False,71.0,46.0,- · 박스 17주 · 폭 29% · 주가강도 71점,-
Gentherm Inc - Common Stock,THRM,US,미분류,38.08,2026-07-24,36,2.21,2.7,46.62,42.43,45.96,33.04,8.0,39.1,45.96,True,False,False,-18.32,-17.15,False,99.0,-61.5,21.2,False,53.0,43.0,- · 박스 8주 · 폭 39% · 주가강도 53점,-
CHINA EB LTD,0165.HK,HK,미분류,6.24,2026-07-27,36,2.91,2.17,6.36,5.68,6.34,5.13,8.0,23.6,10.69,False,False,False,-1.97,-1.66,False,37.7,-83.4,52.9,False,15.0,34.0,- · 박스 8주 · 폭 24% · 주가강도 15점,-
Quest Diagnostics Incorporated Common ,DGX,US,미분류,247.08,2026-07-23,37,8.7,4.33,228.09,220.0,219.2,171.18,40.0,28.1,219.2,True,True,True,8.33,12.72,False,248.65,-0.6,0.6,False,73.0,83.0,- · 박스 40주 · 폭 28% · 완전돌파 · 주가강도 73점,-
"Medpace Holdings, Inc. - Common Stock",MEDP,US,미분류,620.48,2026-07-23,37,22.51,3.77,647.0,592.65,567.91,445.01,6.0,27.6,624.0,True,True,True,-4.1,9.26,False,677.9,-8.5,8.5,False,73.0,67.0,- · 박스 6주 · 폭 28% · 완전돌파 · 주가강도 73점,-
Thermo Fisher Scientific Inc Common St,TMO,US,미분류,641.39,2026-07-23,37,8.97,2.5,573.68,568.84,544.45,435.27,22.0,25.1,643.99,False,True,True,11.8,17.81,False,672.34,-4.6,0.9,False,75.0,66.0,- · 박스 22주 · 폭 25% · 완전돌파 · 주가강도 75점,-
汉森制药,002412.SZ,CN,미분류,8.69,2026-07-24,37,10.03,7.5,8.12,6.99,7.44,5.32,20.0,39.8,8.6,False,False,True,7.02,16.8,False,23.82,-63.5,38.9,False,78.0,65.0,- · 박스 20주 · 폭 40% · 주가강도 78점,-
中能电气,300062.SZ,CN,미분류,6.6,2026-07-24,37,14.02,5.61,7.24,6.67,6.49,5.1,6.0,27.3,11.0,False,True,True,-8.84,1.69,False,15.04,-56.1,47.1,False,30.0,64.0,- · 박스 6주 · 폭 27% · 완전돌파 · 주가강도 30점,-
Allegion plc Ordinary Shares,ALLE,US,미분류,154.6,2026-07-23,37,8.3,3.51,151.57,148.72,150.79,125.0,19.0,20.6,183.11,False,False,True,2.0,2.53,False,183.11,-15.6,15.6,False,41.0,63.0,- · 박스 19주 · 폭 21% · 주가강도 41점,-
TSE3091,3091.T,JP,미분류,2821.0,2026-07-23,37,4.17,5.85,2498.0,2333.0,2459.0,1897.5,23.0,29.6,2459.0,True,False,True,12.93,14.72,False,2931.0,-3.8,3.8,False,78.0,63.0,- · 박스 23주 · 폭 30% · 주가강도 78점,-
"Oceaneering International, Inc. Common",OII,US,미분류,47.68,2026-07-23,37,4.93,2.55,47.22,46.49,45.91,32.75,21.0,40.2,45.91,True,True,True,0.97,3.86,False,87.64,-45.6,12.1,False,88.0,60.0,- · 박스 21주 · 폭 40% · 완전돌파 · 주가강도 상위 12%,-
长缆科技,002879.SZ,CN,미분류,16.45,2026-07-24,37,9.99,3.45,18.05,17.8,16.41,12.13,8.0,35.3,24.91,False,True,False,-8.86,0.24,False,47.86,-65.6,34.0,False,35.0,59.0,- · 박스 8주 · 폭 35% · 완전돌파 · 주가강도 35점,-
Union Pacific Corporation Common Stock,UNP,US,미분류,283.99,2026-07-23,37,5.93,2.57,309.9,302.82,303.15,238.13,16.0,27.3,303.15,True,False,False,-8.36,-6.32,False,315.99,-10.1,10.1,False,59.0,53.0,- · 박스 16주 · 폭 27% · 주가강도 59점,-
中曼石油,603619.SS,CN,미분류,21.69,2026-07-24,37,8.73,3.87,25.52,22.68,24.92,17.64,6.0,41.3,48.18,False,False,False,-15.01,-12.96,False,52.38,-58.6,55.0,False,26.0,53.0,- · 박스 6주 · 폭 41% · 주가강도 26점,-
CSX Corporation - Common Stock,CSX,US,미분류,48.66,2026-07-23,37,4.07,2.3,51.96,51.62,51.29,40.82,15.0,25.6,51.29,True,True,False,-6.35,-5.13,False,53.6,-9.2,9.2,False,66.0,52.0,- · 박스 15주 · 폭 26% · 완전돌파 · 주가강도 66점,-
Norfolk Southern Corporation Common St,NSC,US,미분류,320.22,2026-07-23,37,3.64,2.43,343.0,343.0,342.53,277.8,40.0,23.3,342.53,True,True,False,-6.64,-6.51,False,358.6,-10.7,10.7,False,47.0,51.0,- · 박스 40주 · 폭 23% · 완전돌파 · 주가강도 47점,-
