종목명,코드,시장,섹터,현재가,갭일,갭후일수,갭크기%,거래량배수,갭시가,갭저가,박스고점,박스저점,횡보주,횡보폭%,6개월고점,성곽돌파,완전돌파,갭유지,갭시가대비%,박스위%,막돌파,사상최고가,최고가대비%,52주고점대비%,신규상장,상대강도,갭점수,투자포인트,소개
TSE5707,5707.T,JP,미분류,947.0,2026-08-14,22,7.39,4.33,1104.0,1049.0,1051.0,742.0,11.0,41.6,1899.0,False,False,False,-14.22,-9.9,False,13140.0,-92.8,62.3,False,51.0,54.0,- · 박스 11주 · 폭 42% · 주가강도 51점,-
道生天合,601026.SS,CN,미분류,14.41,2026-08-14,22,2.22,4.92,17.0,16.69,16.63,13.19,9.0,26.1,23.16,False,True,False,-15.24,-13.35,False,30.0,-52.0,52.0,True,,54.0,- · 박스 9주 · 폭 26% · 완전돌파,-
한화생명,088350.KS,KR,미분류,5970.0,2026-08-13,22,6.38,3.41,5000.0,4925.0,4930.0,3930.0,7.0,25.4,7560.0,False,False,True,19.4,21.1,False,9840.0,-39.3,21.0,False,85.0,53.0,- · 박스 7주 · 폭 25% · 주가강도 상위 15%,-
Grocery Outlet Holding Corp. - Common ,GO,US,필수소비재,11.49,2026-08-13,22,9.44,2.68,11.13,10.11,10.58,8.46,9.0,25.1,10.6,True,False,True,3.23,8.6,False,48.87,-76.5,35.4,False,65.0,53.0,식품 유통 소형주 · 시총 12억달러 · 박스 9주 · 폭 25% · 주가강도 65점,식품 유통
龙旗科技,603341.SS,CN,미분류,35.07,2026-08-14,22,9.54,3.06,44.8,37.86,44.0,34.87,6.0,26.2,48.16,False,False,False,-21.72,-20.3,False,62.2,-43.6,34.5,False,16.0,53.0,- · 박스 6주 · 폭 26% · 주가강도 16점,-
"Cullinan Therapeutics, Inc. - Common S",CGEM,US,미분류,20.54,2026-08-13,22,5.71,1.89,20.72,18.77,19.94,16.0,7.0,24.6,19.94,True,False,True,-0.87,3.01,False,59.85,-65.7,11.4,False,96.0,51.0,- · 박스 7주 · 폭 25% · 주가강도 상위 4% (최상위권),-
"McGraw Hill, Inc. Common Stock",MH,US,필수소비재,13.25,2026-08-13,22,7.33,2.27,12.45,12.23,11.92,8.94,8.0,33.3,15.9,False,True,True,6.43,11.16,False,18.0,-26.4,26.4,True,42.0,46.0,교육 소형주 · 시총 24억달러 · ROE 17% · 박스 8주 · 폭 33% · 완전돌파 · 주가강도 42점,교육
"Alto Neuroscience, Inc. Common Stock",ANRO,US,미분류,30.25,2026-08-13,22,2.81,1.82,30.0,29.59,29.7,24.3,7.0,22.2,29.7,True,False,True,0.83,1.85,False,37.48,-19.3,19.3,False,99.0,45.0,- · 박스 7주 · 폭 22% · 주가강도 상위 1% (최상위권),-
"Innovative Solutions and Support, Inc.",IA,US,미분류,18.39,2026-08-13,22,9.29,1.92,22.0,19.83,21.72,17.23,6.0,26.1,30.94,False,False,False,-16.41,-15.33,False,30.94,-40.6,40.6,False,67.0,44.0,- · 박스 6주 · 폭 26% · 주가강도 67점,-
Nexxen International Ltd. - Ordinary S,NEXN,US,미분류,9.25,2026-08-13,22,5.21,1.59,11.3,10.22,11.13,8.6,6.0,29.4,11.13,True,False,False,-18.14,-16.89,False,23.76,-61.1,18.1,False,59.0,44.0,- · 박스 6주 · 폭 29% · 주가강도 59점,-
JD HEALTH,6618.HK,HK,미분류,34.8,2026-08-14,22,3.09,3.53,40.74,37.02,40.7,31.84,11.0,27.8,62.35,False,False,False,-14.58,-14.5,False,198.5,-82.5,51.5,False,6.0,43.0,- · 박스 11주 · 폭 28% · 주가강도 6점,-
"Applied Industrial Technologies, Inc. ",AIT,US,미분류,315.82,2026-08-13,22,3.88,1.71,365.95,350.86,363.59,283.45,17.0,28.3,363.59,True,False,False,-13.7,-13.14,False,374.8,-15.7,15.7,False,51.0,42.0,- · 박스 17주 · 폭 28% · 주가강도 51점,-
TSE7974,7974.T,JP,미분류,8118.0,2026-08-14,22,3.3,1.83,8600.0,8585.0,8526.0,6802.0,6.0,25.3,10435.0,False,True,False,-5.6,-4.79,False,14795.0,-45.1,44.5,False,16.0,40.0,- · 박스 6주 · 폭 25% · 완전돌파 · 주가강도 16점,-
金开新能,600821.SS,CN,유틸리티,6.19,2026-08-14,22,3.22,2.23,7.38,6.74,7.2,5.39,9.0,33.6,12.2,False,False,False,-16.12,-14.03,False,18.96,-67.4,49.3,False,29.0,34.0,유틸리티 중형주 · 시총 124억위안 · 박스 9주 · 폭 34% · 주가강도 29점,유틸리티
Similarweb Ltd. Ordinary Shares,SMWB,US,미분류,8.47,2026-08-12,23,10.34,6.1,8.0,7.72,7.59,5.95,6.0,27.6,7.59,True,True,True,5.88,11.59,False,25.5,-66.8,17.5,False,92.0,75.0,- · 박스 6주 · 폭 28% · 완전돌파 · 주가강도 상위 8% (최상위권),-
TSE6287,6287.T,JP,미분류,2661.0,2026-08-13,23,13.24,5.71,2950.0,2851.0,2632.0,2053.0,40.0,28.2,2632.0,True,True,False,-9.8,1.1,False,3855.0,-31.0,9.8,False,60.0,75.0,- · 박스 40주 · 폭 28% · 완전돌파 · 주가강도 60점,-
Riskified Ltd. Class A Ordinary Shares,RSKD,US,기술·IT,6.2,2026-08-12,23,14.99,7.05,6.06,5.56,5.49,4.37,16.0,25.5,5.49,True,True,True,2.31,13.04,False,40.48,-84.7,11.2,False,75.0,72.0,기술·IT 소형주 · 시총 8억달러 · 박스 16주 · 폭 26% · 완전돌파 · 주가강도 75점,기술·IT
TSE6027,6027.T,JP,미분류,5640.0,2026-08-13,23,5.47,10.05,2795.0,2757.0,2650.0,2169.0,6.0,22.2,2987.0,False,True,True,101.79,112.83,False,15880.0,-64.5,7.1,False,98.0,67.0,- · 박스 6주 · 폭 22% · 완전돌파 · 주가강도 상위 2% (최상위권),-
"H&R Block, Inc. Common Stock",HRB,US,미분류,45.84,2026-08-12,23,16.78,3.92,54.5,52.29,47.33,37.76,6.0,25.3,47.33,True,True,False,-15.89,-3.15,False,68.45,-33.0,21.9,False,63.0,63.0,- · 박스 6주 · 폭 25% · 완전돌파 · 주가강도 63점,-
코스맥스,192820.KS,KR,미분류,273000.0,2026-08-12,23,10.48,7.16,232000.0,212500.0,217000.0,152200.0,6.0,42.6,234500.0,False,False,True,17.67,25.81,False,306500.0,-10.9,10.9,False,89.0,62.0,- · 박스 6주 · 폭 43% · 주가강도 상위 11%,-
中鼎股份,000887.SZ,CN,미분류,18.83,2026-08-13,23,9.94,1.53,23.68,23.27,22.75,16.13,26.0,41.0,22.75,True,True,False,-20.48,-17.23,False,41.69,-54.8,29.4,False,19.0,61.0,- · 박스 26주 · 폭 41% · 완전돌파 · 주가강도 19점,-
실리콘투,257720.KQ,KR,미분류,43650.0,2026-08-12,23,5.12,9.25,42100.0,40650.0,40450.0,31650.0,6.0,27.8,50500.0,False,True,True,3.68,7.91,False,63400.0,-31.2,22.2,False,58.0,60.0,- · 박스 6주 · 폭 28% · 완전돌파 · 주가강도 58점,-
BLOKS,0325.HK,HK,미분류,67.15,2026-08-13,23,6.24,8.22,63.0,63.0,60.0,41.58,6.0,44.3,75.35,False,True,True,6.59,11.92,False,198.0,-66.1,39.0,False,50.0,60.0,- · 박스 6주 · 폭 44% · 완전돌파 · 주가강도 50점,-
TSE3040,3040.T,JP,미분류,2346.0,2026-08-13,23,2.17,6.52,2349.0,2333.0,2334.0,1874.0,13.0,24.5,2334.0,True,False,True,-0.13,0.51,False,2593.0,-9.5,9.5,False,72.0,60.0,- · 박스 13주 · 폭 24% · 주가강도 72점,-
润邦股份,002483.SZ,CN,미분류,5.92,2026-08-13,23,8.52,6.89,6.24,5.74,6.03,4.74,11.0,27.2,8.32,False,False,False,-5.13,-1.82,False,16.87,-64.9,28.8,False,29.0,58.0,- · 박스 11주 · 폭 27% · 주가강도 29점,-
"Super Micro Computer, Inc. - Common St",SMCI,US,미분류,35.64,2026-08-12,23,10.73,2.9,34.99,33.94,33.39,23.38,6.0,42.8,51.4,False,True,True,1.86,6.74,False,122.9,-71.0,39.4,False,48.0,55.0,- · 박스 6주 · 폭 43% · 완전돌파 · 주가강도 48점,-
百合股份,603102.SS,CN,미분류,34.81,2026-08-13,23,4.95,9.16,44.13,40.52,44.09,30.46,21.0,44.7,46.48,False,False,False,-21.12,-21.05,False,80.77,-56.9,32.9,False,24.0,55.0,- · 박스 21주 · 폭 45% · 주가강도 24점,-
"Red Violet, Inc. - Common Stock ",RDVT,US,미분류,76.21,2026-08-12,23,2.23,2.03,72.81,67.65,71.25,58.71,6.0,21.4,71.25,True,False,True,4.67,6.96,False,78.8,-3.3,3.3,False,88.0,52.0,- · 박스 6주 · 폭 21% · 주가강도 상위 12%,-
云赛智联,600602.SS,CN,미분류,16.69,2026-08-13,23,7.26,3.34,21.72,19.34,21.0,14.82,11.0,41.7,25.8,False,False,False,-23.16,-20.52,False,30.26,-44.8,35.3,False,17.0,49.0,- · 박스 11주 · 폭 42% · 주가강도 17점,-
"Brinker International, Inc. Common Sto",EAT,US,미분류,203.47,2026-08-12,23,5.74,2.46,234.08,222.0,232.47,162.05,7.0,43.5,232.47,True,False,False,-13.08,-12.47,False,254.99,-20.2,20.2,False,79.0,44.0,- · 박스 7주 · 폭 44% · 주가강도 79점,-
电广传媒,000917.SZ,CN,미분류,6.7,2026-08-13,23,2.15,1.91,7.61,7.34,7.5,6.16,7.0,21.8,12.68,False,False,False,-11.96,-10.67,False,43.38,-84.6,53.6,False,14.0,40.0,- · 박스 7주 · 폭 22% · 주가강도 14점,-
B2Gold Corp Common shares (Canada),BTG,US,미분류,5.22,2026-08-12,23,2.76,2.06,5.21,5.1,5.16,3.57,12.0,44.5,6.29,False,False,True,0.19,1.16,False,7.55,-30.9,17.0,False,55.0,38.0,- · 박스 12주 · 폭 44% · 주가강도 55점,-
MATSUDA SANGYO,7456.T,JP,소재,6860.0,2026-08-13,23,2.75,1.52,7090.0,6970.0,7080.0,5040.0,11.0,40.5,8860.0,False,False,False,-3.24,-3.11,False,8860.0,-22.6,22.6,False,68.0,34.0,"귀금속 광업 소형주 · 시총 1,938억엔 · ROE 19% · 박스 11주 · 폭 40% · 주가강도 68점",귀금속 광업
皇台酒业,000995.SZ,CN,미분류,10.64,2026-08-13,23,2.76,1.74,11.54,11.13,11.39,8.81,9.0,29.3,21.2,False,False,False,-7.8,-6.58,False,37.67,-71.8,49.8,False,17.0,34.0,- · 박스 9주 · 폭 29% · 주가강도 17점,-
ReNew Energy Global plc - Class A Shar,RNW,US,유틸리티,6.83,2026-08-11,24,10.28,17.91,6.76,6.74,6.59,5.11,14.0,29.0,6.59,True,True,True,1.04,3.64,False,14.08,-51.5,17.1,False,42.0,72.0,유틸리티 소형주 · 시총 25억달러 · ROE 8% · 박스 14주 · 폭 29% · 완전돌파 · 주가강도 42점,유틸리티
Quantum Corporation - Common Stock,QMCO,US,미분류,23.26,2026-08-11,24,23.26,13.18,14.52,13.99,12.81,9.06,6.0,41.4,18.48,False,True,True,60.19,81.58,False,3480.0,-99.3,16.3,False,98.0,71.0,- · 박스 6주 · 폭 41% · 완전돌파 · 주가강도 상위 2% (최상위권),-
MILBON CO LTD,4919.T,JP,필수소비재,3170.0,2026-08-12,24,7.62,4.4,3150.0,3145.0,2960.0,2303.0,40.0,28.5,2960.0,True,True,True,0.63,7.09,False,7270.0,-56.4,5.7,False,67.0,71.0,"생활용품 소형주 · 시총 1,001억엔 · ROE 11% · 박스 40주 · 폭 28% · 완전돌파 · 주가강도 67점",생활용품
Grupo Cibest S.A. American Depositary ,CIB,US,금융,100.67,2026-08-11,24,8.22,2.13,98.99,95.1,94.21,77.94,8.0,20.9,94.21,True,True,True,1.7,6.86,False,105.6,-4.7,4.7,False,88.0,68.0,금융 중형주 · 시총 233억달러 · ROE 19% · 박스 8주 · 폭 21% · 완전돌파 · 주가강도 상위 12%,금융
NHN,181710.KS,KR,미분류,55400.0,2026-08-11,24,23.11,6.53,51400.0,44550.0,46050.0,32000.0,6.0,43.9,64900.0,False,False,True,7.78,20.3,False,78200.0,-29.2,29.2,False,91.0,65.0,- · 박스 6주 · 폭 44% · 주가강도 상위 9% (최상위권),-
Sea Limited American Depositary Shares,SE,US,미분류,102.65,2026-08-11,24,11.39,3.56,127.87,124.52,115.9,90.16,6.0,28.5,118.09,True,True,False,-19.72,-11.43,False,372.7,-72.5,47.7,False,33.0,63.0,- · 박스 6주 · 폭 28% · 완전돌파 · 주가강도 33점,-
Aramark Common Stock,ARMK,US,산업재,58.28,2026-08-11,24,7.61,2.14,59.95,58.01,58.68,50.34,12.0,16.6,58.68,True,False,False,-2.79,-0.68,False,62.65,-7.0,7.0,False,77.0,58.0,기업 서비스 중형주 · 시총 152억달러 · ROE 12% · 박스 12주 · 폭 17% · 주가강도 77점,기업 서비스
MONOGATARI CORPORATION,3097.T,JP,경기소비재,5460.0,2026-08-12,24,5.33,2.7,5730.0,5540.0,5580.0,4460.0,13.0,25.1,5580.0,True,False,False,-4.71,-2.15,False,6010.0,-9.2,9.2,False,63.0,57.0,"외식 소형주 · 시총 2,208억엔 · ROE 20% · 박스 13주 · 폭 25% · 주가강도 63점",외식
ZAI LAB,9688.HK,HK,미분류,19.04,2026-08-12,24,8.04,2.86,20.02,19.02,18.98,13.22,8.0,43.6,20.42,False,True,True,-4.9,0.32,False,151.2,-87.4,30.2,False,68.0,55.0,- · 박스 8주 · 폭 44% · 완전돌파 · 주가강도 68점,-
마녀공장,439090.KQ,KR,미분류,16400.0,2026-08-11,24,5.71,6.95,18320.0,17840.0,18000.0,12500.0,8.0,44.0,18510.0,False,False,False,-10.48,-8.89,False,49900.0,-67.1,22.8,False,56.0,54.0,- · 박스 8주 · 폭 44% · 주가강도 56점,-
乔治白,002687.SZ,CN,미분류,5.94,2026-08-12,24,5.35,3.11,6.3,5.98,6.0,4.28,7.0,40.2,6.0,True,False,False,-5.71,-1.0,False,15.71,-62.2,12.0,False,74.0,53.0,- · 박스 7주 · 폭 40% · 주가강도 74점,-
TSE6072,6072.T,JP,미분류,1094.0,2026-08-12,24,8.38,1.57,1164.0,1104.0,1115.0,828.0,6.0,34.7,1958.0,False,False,False,-6.01,-1.88,False,3020.0,-63.8,44.1,False,99.0,51.0,- · 박스 6주 · 폭 35% · 주가강도 상위 1% (최상위권),-
TSE2326,2326.T,JP,미분류,4855.0,2026-08-12,24,2.56,1.55,4810.0,4785.0,4735.0,3500.0,13.0,35.3,6120.0,False,True,True,0.94,2.53,False,11240.0,-56.8,40.6,False,35.0,44.0,- · 박스 13주 · 폭 35% · 완전돌파 · 주가강도 35점,-
NHN KCP,060250.KQ,KR,미분류,14090.0,2026-08-11,24,2.97,3.26,14560.0,13850.0,14440.0,10900.0,7.0,32.5,24650.0,False,False,False,-3.23,-2.42,False,41785.71,-66.3,44.7,False,23.0,43.0,- · 박스 7주 · 폭 32% · 주가강도 23점,-
Varex Imaging Corporation - Common Sto,VREX,US,헬스케어,18.47,2026-08-10,25,48.19,32.34,18.39,18.36,13.16,9.09,22.0,44.8,14.48,True,True,True,0.44,40.35,False,43.76,-57.8,0.9,False,92.0,82.0,의료기기 소형주 · 시총 8억달러 · ROE 5% · 박스 22주 · 폭 45% · 완전돌파 · 주가강도 상위 8% (최상위권),의료기기
National Energy Services Reunited Corp,NESR,US,에너지,32.09,2026-08-10,25,10.27,4.17,32.0,31.86,30.31,23.41,12.0,29.5,30.31,True,True,True,0.28,5.87,False,36.94,-13.1,13.1,False,95.0,79.0,석유·가스 장비 소형주 · 시총 34억달러 · ROE 9% · 박스 12주 · 폭 30% · 완전돌파 · 주가강도 상위 5% (최상위권),석유·가스 장비
"MarineMax, Inc.  (FL) Common Stock",HZO,US,경기소비재,52.5,2026-08-10,25,45.43,26.54,51.89,51.87,38.14,30.29,13.0,25.9,38.14,True,True,True,1.18,37.65,False,70.89,-25.9,0.0,False,95.0,79.0,전문 유통 소형주 · 시총 12억달러 · ROE 0% · 박스 13주 · 폭 26% · 완전돌파 · 주가강도 상위 5% (최상위권),전문 유통
Silence Therapeutics Plc - American De,SLN,US,미분류,12.46,2026-08-10,25,39.75,32.57,16.7,14.62,12.31,8.91,6.0,38.1,12.31,True,True,False,-25.39,1.26,False,35.0,-64.4,29.1,False,97.0,75.0,- · 박스 6주 · 폭 38% · 완전돌파 · 주가강도 상위 3% (최상위권),-
Bowman Consulting Group Ltd. - Common ,BWMN,US,산업재,42.46,2026-08-10,25,55.53,21.57,42.35,42.17,32.19,25.07,8.0,28.4,37.52,True,True,True,0.26,31.9,False,45.83,-7.4,7.4,False,73.0,72.0,건설·엔지니어링 소형주 · 시총 7억달러 · ROE 3% · 박스 8주 · 폭 28% · 완전돌파 · 주가강도 73점,건설·엔지니어링
QOL HOLDINGS CO LTD,3034.T,JP,헬스케어,2308.0,2026-08-10,25,10.6,5.15,2316.0,2300.0,2227.0,1766.0,12.0,26.1,2227.0,True,True,True,-0.35,3.64,False,2655.0,-13.1,13.1,False,60.0,72.0,의약품 유통 소형주 · 시총 829억엔 · ROE 17% · 박스 12주 · 폭 26% · 완전돌파 · 주가강도 60점,의약품 유통
益生股份,002458.SZ,CN,필수소비재,8.48,2026-08-11,25,6.61,4.2,10.65,10.45,9.99,6.9,18.0,44.8,9.99,True,True,False,-20.38,-15.12,False,17.14,-50.5,22.8,False,56.0,68.0,농산물 중형주 · 시총 134억위안 · ROE 10% · 박스 18주 · 폭 45% · 완전돌파 · 주가강도 56점,농산물
FUJI OIL CO LTD,2607.T,JP,필수소비재,4550.0,2026-08-10,25,10.23,2.78,4526.0,4403.0,4212.0,3332.0,12.0,26.4,4312.0,True,True,True,0.53,8.02,False,4760.0,-4.4,4.4,False,76.0,67.0,"가공식품 소형주 · 시총 3,778억엔 · ROE 6% · 박스 12주 · 폭 26% · 완전돌파 · 주가강도 76점",가공식품
TSE3156,3156.T,JP,미분류,5210.0,2026-08-10,25,12.68,1.98,4975.0,4900.0,4760.0,3390.0,11.0,40.4,4760.0,True,True,True,4.72,9.45,False,5640.0,-7.6,7.6,False,90.0,65.0,- · 박스 11주 · 폭 40% · 완전돌파 · 주가강도 상위 10% (최상위권),-
SYSMEX CORP,6869.T,JP,헬스케어,1841.5,2026-08-10,25,16.56,3.04,1925.0,1917.0,1689.0,1332.0,11.0,26.8,1689.0,True,True,False,-4.34,9.03,False,5241.67,-64.9,8.5,False,67.0,63.0,의료기기 중형주 · 시총 1.1조엔 · ROE 8% · 박스 11주 · 폭 27% · 완전돌파 · 주가강도 67점,의료기기
Vertex Pharmaceuticals Incorporated - ,VRTX,US,미분류,514.63,2026-08-10,25,8.75,1.66,539.5,519.82,533.67,412.27,37.0,29.4,533.67,True,False,False,-4.61,-3.57,False,560.25,-8.1,8.1,False,60.0,59.0,- · 박스 37주 · 폭 29% · 주가강도 60점,-
Archer Aviation Inc. Class A Common St,ACHR,US,산업재,5.47,2026-08-10,25,14.67,3.31,6.41,5.93,5.72,4.3,8.0,33.0,7.57,False,True,False,-14.66,-4.37,False,18.6,-70.6,62.6,False,12.0,59.0,항공우주·방산 소형주 · 시총 45억달러 · 박스 8주 · 폭 33% · 완전돌파 · 주가강도 12점,항공우주·방산
DIGITAL HEARTS HOLDINGS CO L,3676.T,JP,기술·IT,1058.0,2026-08-10,25,16.61,2.75,1053.0,1053.0,903.0,700.0,6.0,29.0,985.0,True,True,True,0.47,17.17,False,2700.0,-60.8,0.2,False,73.0,59.0,IT 서비스 소형주 · 시총 236억엔 · ROE 11% · 박스 6주 · 폭 29% · 완전돌파 · 주가강도 73점,IT 서비스
TSE6258,6258.T,JP,미분류,3490.0,2026-08-10,25,11.06,2.81,3515.0,3515.0,3295.0,2551.0,8.0,29.2,3755.0,False,True,True,-0.71,5.92,False,4906.67,-28.9,13.2,False,83.0,59.0,- · 박스 8주 · 폭 29% · 완전돌파 · 주가강도 상위 17%,-
Embraer S.A. Common Stock,EMBJ,US,미분류,74.08,2026-08-10,25,8.0,2.01,78.85,73.34,73.25,59.62,7.0,22.9,74.85,True,True,True,-6.05,1.13,False,80.75,-8.3,8.3,False,68.0,58.0,- · 박스 7주 · 폭 23% · 완전돌파 · 주가강도 68점,-
开开实业,600272.SS,CN,미분류,15.0,2026-08-11,25,4.41,13.46,14.9,14.8,14.27,9.95,6.0,43.4,14.27,True,True,True,0.67,5.12,False,30.0,-50.0,34.7,False,62.0,58.0,- · 박스 6주 · 폭 43% · 완전돌파 · 주가강도 62점,-
TSE6742,6742.T,JP,미분류,1011.0,2026-08-10,25,12.99,1.52,1044.0,988.0,1040.0,804.0,9.0,29.4,1040.0,True,False,False,-3.16,-2.79,False,1100.0,-8.1,8.1,False,84.0,56.0,- · 박스 9주 · 폭 29% · 주가강도 상위 16%,-
UBE CORPORATION,4208.T,JP,소재,3408.0,2026-08-10,25,4.18,2.61,3490.0,3481.0,3366.0,2857.0,11.0,17.8,3366.0,True,True,False,-2.35,1.25,False,4490.0,-24.1,8.2,False,70.0,55.0,"정밀화학 소형주 · 시총 3,334억엔 · ROE 6% · 박스 11주 · 폭 18% · 완전돌파 · 주가강도 70점",정밀화학
OLYMPUS CORPORATION,7733.T,JP,헬스케어,1975.0,2026-08-10,25,5.98,2.23,2020.0,1984.0,1920.5,1517.0,17.0,26.6,1988.0,True,True,True,-2.23,2.84,False,3198.0,-38.2,10.7,False,64.0,54.0,의료기기 중형주 · 시총 2.1조엔 · ROE 11% · 박스 17주 · 폭 27% · 완전돌파 · 주가강도 64점,의료기기
"Helmerich & Payne, Inc. Common Stock",HP,US,미분류,43.45,2026-08-10,25,2.83,3.0,38.15,37.99,37.86,30.4,7.0,24.5,41.82,False,True,True,13.89,14.76,False,118.95,-63.5,9.8,False,84.0,53.0,- · 박스 7주 · 폭 24% · 완전돌파 · 주가강도 상위 16%,-
TSE8508,8508.T,JP,미분류,757.0,2026-08-10,25,2.26,4.49,905.0,796.0,904.0,697.0,11.0,29.7,904.0,True,False,False,-16.35,-16.26,False,4560.0,-83.4,20.6,False,79.0,52.0,- · 박스 11주 · 폭 30% · 주가강도 79점,-
TSE6250,6250.T,JP,미분류,4330.0,2026-08-10,25,2.07,1.89,4440.0,4335.0,4385.0,3475.0,17.0,26.2,4385.0,True,False,False,-2.48,-1.25,False,4610.0,-6.1,6.1,False,81.0,50.0,- · 박스 17주 · 폭 26% · 주가강도 상위 19%,-
华东数控,002248.SZ,CN,미분류,9.04,2026-08-11,25,8.86,1.98,10.94,10.81,10.35,7.39,10.0,40.1,15.58,False,True,False,-17.37,-12.66,False,31.25,-71.1,42.0,False,11.0,50.0,- · 박스 10주 · 폭 40% · 완전돌파 · 주가강도 11점,-
中集集团,000039.SZ,CN,미분류,9.09,2026-08-11,25,10.01,2.73,9.78,8.9,9.41,7.36,8.0,27.9,14.37,False,False,False,-7.06,-3.4,False,19.17,-52.6,36.7,False,34.0,49.0,- · 박스 8주 · 폭 28% · 주가강도 34점,-
石基信息,002153.SZ,CN,기술·IT,7.55,2026-08-11,25,6.42,3.93,9.62,8.71,9.04,7.08,6.0,27.7,13.6,False,False,False,-21.52,-16.48,False,29.17,-74.1,55.0,False,10.0,49.0,기술·IT 중형주 · 시총 213억위안 · 박스 6주 · 폭 28% · 주가강도 10점,기술·IT
TSE7366,7366.T,JP,미분류,1850.0,2026-08-10,25,2.25,1.71,1814.0,1810.0,1784.0,1450.0,12.0,23.0,1784.0,True,True,True,1.98,3.7,False,4575.0,-59.6,5.0,False,75.0,48.0,- · 박스 12주 · 폭 23% · 완전돌파 · 주가강도 75점,-
美邦股份,605033.SS,CN,미분류,18.25,2026-08-11,25,2.04,5.37,20.0,19.5,19.89,15.81,9.0,25.8,34.69,False,False,False,-8.75,-8.25,False,34.69,-47.4,47.4,False,20.0,48.0,- · 박스 9주 · 폭 26% · 주가강도 20점,-
老百姓,603883.SS,CN,미분류,12.81,2026-08-11,25,3.14,3.25,13.14,13.02,13.1,10.67,12.0,22.8,15.97,False,False,False,-2.51,-2.21,False,55.09,-76.7,28.7,False,25.0,47.0,- · 박스 12주 · 폭 23% · 주가강도 25점,-
TSE6804,6804.T,JP,미분류,2503.0,2026-08-10,25,4.12,1.7,3110.0,2850.0,3020.0,2360.0,39.0,28.0,3020.0,True,False,False,-19.52,-17.12,False,4250.0,-41.1,20.5,False,29.0,45.0,- · 박스 39주 · 폭 28% · 주가강도 29점,-
Camtek Ltd. - Ordinary Shares,CAMT,US,미분류,134.66,2026-08-10,25,9.39,2.0,169.94,147.75,164.63,126.34,6.0,30.3,215.99,False,False,False,-20.76,-18.2,False,215.99,-37.7,37.7,False,37.0,44.0,- · 박스 6주 · 폭 30% · 주가강도 37점,-
湖南白银,002716.SZ,CN,미분류,9.76,2026-08-11,25,2.87,3.71,9.67,9.58,9.62,6.71,10.0,43.4,20.0,False,False,True,0.93,1.46,False,21.3,-54.2,54.2,False,62.0,43.0,- · 박스 10주 · 폭 43% · 주가강도 62점,-
TSE5108,5108.T,JP,미분류,3740.0,2026-08-10,25,2.88,1.58,4320.0,4238.0,4255.0,3282.0,12.0,29.6,4255.0,True,False,False,-13.43,-12.1,False,4393.0,-14.9,14.9,False,47.0,42.0,- · 박스 12주 · 폭 30% · 주가강도 47점,-
PONY-W,2026.HK,HK,미분류,51.15,2026-08-11,25,3.15,1.58,65.5,65.15,64.4,49.82,6.0,29.3,119.6,False,True,False,-21.91,-20.57,False,136.9,-62.6,62.6,True,,40.0,- · 박스 6주 · 폭 29% · 완전돌파,-
杭钢股份,600126.SS,CN,미분류,6.15,2026-08-11,25,7.61,2.09,7.21,6.79,6.98,5.5,7.0,26.9,11.22,False,False,False,-14.7,-11.89,False,14.72,-58.2,45.7,False,6.0,40.0,- · 박스 7주 · 폭 27% · 주가강도 6점,-
TSE4401,4401.T,JP,미분류,4420.0,2026-08-10,25,2.57,2.29,4826.0,4661.0,4755.0,3721.0,17.0,27.8,5104.0,False,False,False,-8.41,-7.05,False,5104.0,-13.4,13.4,False,58.0,38.0,- · 박스 17주 · 폭 28% · 주가강도 58점,-
科华控股,603161.SS,CN,미분류,15.08,2026-08-11,25,2.26,2.42,15.84,15.47,15.57,12.02,6.0,29.5,17.12,False,False,False,-4.8,-3.15,False,27.35,-44.9,16.8,False,44.0,34.0,- · 박스 6주 · 폭 30% · 주가강도 44점,-
潜能恒信,300191.SZ,CN,미분류,31.98,2026-08-11,25,2.76,1.55,34.63,33.18,34.39,24.88,10.0,38.2,57.88,False,False,False,-7.65,-7.01,False,60.98,-47.6,44.7,False,69.0,34.0,- · 박스 10주 · 폭 38% · 주가강도 69점,-
BROTHER INDUSTRIES,6448.T,JP,산업재,4471.0,2026-08-07,26,11.82,3.54,4637.0,4528.0,4181.0,3450.0,12.0,21.2,4181.0,True,True,True,-3.58,6.94,False,5061.0,-11.7,11.7,False,82.0,77.0,사무기기 중형주 · 시총 1.1조엔 · ROE 12% · 박스 12주 · 폭 21% · 완전돌파 · 주가강도 상위 18%,사무기기
"Airbnb, Inc. - Class A Common Stock",ABNB,US,경기소비재,168.32,2026-08-07,26,8.61,4.26,164.7,163.45,156.5,121.51,22.0,28.8,156.5,True,True,True,2.2,7.55,False,219.94,-23.5,13.0,False,72.0,75.0,"여행 서비스 대형주 · 시총 1,045억달러 · ROE 35% · 박스 22주 · 폭 29% · 완전돌파 · 주가강도 72점",여행 서비스
"Natera, Inc. - Common Stock",NTRA,US,미분류,350.78,2026-08-07,26,20.92,2.41,320.9,306.38,288.04,248.03,6.0,16.1,288.04,True,True,True,9.31,21.78,False,351.78,-0.3,0.3,False,92.0,75.0,- · 박스 6주 · 폭 16% · 완전돌파 · 주가강도 상위 8% (최상위권),-
